title,text,created_at,author,keywords
"The most popular Halloween costumes are pretty basic, according to Google","Thankfully, ""the coronavirus"" didn't make Google Trends' top Halloween costume list. 

The company created the Frightgeist portal to inject a little spooky flair into highlighting what people are looking at for Halloween inspiration, even if it's just for a Zoom costume party. The top 50 costumes in the U.S. starts with the most stereotypical outfit for Oct. 31: a witch costume.

The top five continues with dinosaur, Harley Quinn, rabbit, and clown costumes. 



this year's halloween vibes: lazy witch who didn't really manage come up with another costume 🖤✨🔮 pic.twitter.com/YOhHfOJG13

— sarah. (@whileibIoom) October 31, 2020 Read more...


More about Google, Halloween Costumes, Culture, Big Tech Companies, and Web Culture",2020-11-02T06:30:01.679Z,Mashable,
Up Your Dental Hygiene Habits With 36% Off This Smart Oral-B Toothbrush and Whiten Your Smile With 45% Off Crest Kits,"Crest 3D White Whitestrips with Light Kit (20 Strips) | $40 | Amazon Gold Box

Read more...",2020-11-02T06:30:01.087Z,Gizmodo,
"Mov gives you a chance to win your favorite athlete’s game day attire — sweat, tears and all","“If it smells, that’s how they’re going to receive it.” While that claim would likely make most D2C founders cringe, for founder Chris Alston, it’s part of the magic of his company, Mov. The upstart, based in Los Angeles, connects fans to the game-worn apparel of their favorite athletes through a sweepstakes-style model. And in […]",2020-11-03T17:30:00.141Z,TechCrunch,
This Samsung tablet is just $199 before Black Friday — save $130,"The 128GB version of the 10.1-inch Samsung Galaxy Tab A is currently on sale weeks before Black Friday, with a $130 discount that lowers its price to $199.",2020-11-02T18:00:00.691Z,Digital Trends,
"Dreaming of a Peloton? These exercise bikes are just as good (and cheaper, too)",Technology helps us stay fit and healthy. We found less expensive options for the popular but pricey Pelotons.,2020-11-02T22:00:00.582Z,Digital Trends,
Students develop tool to predict the carbon footprint of algorithms,"Within the scientific community, it is estimated that artificial intelligence -- otherwise meant to serve as a means to effectively combat climate change -- will become one of the most egregious CO2 culprits should current trends continue. To raise awareness about the challenge, two students have launched a tool to calculate the carbon footprint of developing deep learning models.",2020-11-03T16:30:02.215Z,Latest Science News -- ScienceDaily,
Best Buy Black Friday deals: Sales to shop today,Many Best Buy deals are already live.,2020-11-02T18:00:00.691Z,Digital Trends,
Take Your Tunes Anywhere With Our Favorite Bluetooth Speakers,"The best portable speakers of all shapes and sizes, from clip-ons to a massive boom box.",2020-11-03T14:30:00.124Z,Wired,
Dave Chappelle will host the first post-election 'Saturday Night Live' (again),"When the Saturday Night Live cast returns to the stage on Nov. 7, the first one after the 2020 election ends, they'll be sharing that stage with Dave Chappelle.

The sketch series confirmed its next host shortly after midnight on Sunday morning. The announcement tweet features SNL's traditional ""index card tacked to a cork board"" styling, though this one is notably missing any mention of a musical guest.



Next week! pic.twitter.com/0DjJICXjJW

— Saturday Night Live - SNL (@nbcsnl) November 1, 2020



There's some precedent here that you might not remember, since the past four years feel more like 10,000 years and 2020 alone has lasted at least a couple of centuries. Chappelle's last time hosting SNL was Nov. 12, 2016, the weekend after that year's presidential election. Read more...
More about Saturday Night Live, Dave Chappelle, Entertainment, and Movies Tv Shows",2020-11-02T06:30:01.678Z,Mashable,
 GitHub home page down after apparent SSL fail ,GitHub users experienced problems accessing the site due to an expired SSL certificate.,2020-11-04T23:30:01.382Z, TechRadar - All the latest technology news ,
YouTube cuts off fake 2020 election result live streams,"While people across the country watch election night results come in from legitimate sources, some YouTube channels were trying to earn a buck off of their interest. Insider highlights several channels that kicked off fake result livestreams long bef...",2020-11-04T02:30:01.319Z,Engadget,
When You Fly a Science Plane Through Wildfire Smoke,"Aboard a decked-out C-130, researchers measure how smoke transforms from “fresh” to “stale” and begin to parse what that means for humans downwind.",2020-11-03T12:30:00.096Z,Wired,
Philips PicoPix Micro 2 and Max One projectors can be used anywhere,"Philips has launched two new portable pico projectors under its PicoPix line, offering consumers up to Full HD projected ‘immersive’ images in a small, lightweight form factor. The projectors are targeted at enthusiasts who want the ability to watch content anywhere, including in places where displays aren’t available. Among other things, Philips boasts a number of refinements that include a … Continue reading",2020-11-03T20:30:01.875Z,SlashGear,
Inside Research: Value Stream Management,DevOps’ Next Level: Value Stream Management Faster isn’t better when you’re running full speed the wrong way. That’s the message coming from…,2020-11-02T06:30:02.435Z,Gigaom,
Twilio wraps $3.2B purchase of Segment after warp-speed courtship,"It was barely a month ago we began hearing rumors that Twilio was interested in acquiring Segment. The $3.2 billion deal was officially announced three weeks ago, and this morning the communications API company announced that the deal had closed, astonishingly fast for an acquisition of this size. While we can’t know for sure, the […]",2020-11-02T16:00:00.250Z,TechCrunch,
What would happen to you if you fell into a black hole?,"Halloween is a time to be haunted by ghosts, goblins, and ghouls, but nothing in the universe is scarier than a black hole. Black holes – regions in space where gravity is so strong that nothing can escape – are a hot topic in the news these days. Half of the 2020 Nobel Prize in Physics was awarded to Roger Penrose for his mathematical work showing that black holes are an inescapable consequence of Einstein’s theory of gravity. Andrea Ghez and Reinhard Genzel shared the other half for showing that a massive black hole sits at the center of our… 
This story continues at The Next Web",2020-11-04T10:00:00.168Z,The Next Web,
17 Soothing Videos to Watch If You're Feeling Panicky for Some Reason,"I woke up this morning chanting a little mantra to myself: It’s just a regular Tuesday, it’s just a regular Tuesday, it’s just a regular Tuesday. Apparently my body couldn’t be tricked, though, because it remained in a heightened state of anxiety—even beyond what it’s normally capable of, which is saying something. So…
Read more...",2020-11-04T00:30:00.474Z,Gizmodo,
"High-sugar diet can damage the gut, intensifying risk for colitis","Mice fed diets high in sugar developed worse colitis, a type of inflammatory bowel disease (IBD), and researchers examining their large intestines found more of the bacteria that can damage the gut's protective mucus layer.",2020-11-02T06:30:03.168Z,Latest Science News -- ScienceDaily,
Carbon-releasing 'zombie fires' in peatlands could be dampened by new findings,"New simulations have provided clues on reducing uncontrolled peat fires, which hide underground and are notoriously bad for human health and the environment.",2020-11-02T06:30:03.168Z,Latest Science News -- ScienceDaily,
Touch and taste? It's all in the tentacles,"Scientists identified a novel family of sensors in the first layer of cells inside the suction cups that have adapted to react and detect molecules that don't dissolve well in water. The research suggests these sensors, called chemotactile receptors, use these molecules to help the animal figure out what it's touching and whether that object is prey.",2020-11-02T06:30:03.168Z,Latest Science News -- ScienceDaily,
